Date,Title,Article
7 months ago,Reliance drags shares on arbitration setback; metal stocks fall,"Indian shares ended lower on Monday as Reliance Industries fell to its lowest since August after a Singapore arbitration panel put its deal for Future Group assets on hold, while metal and auto stocks also contributed to losses.  Reliance fell as much as 4.47% to its lowest level since Aug. 4, after Amazon.com Inc won an interim order in Singapore to pause Future Group's $3.38 billion asset sale to India's most valuable company.  Amazon has alleged the deal breached the terms of its stake purchase in Future Coupons Ltd, which owns a 7.3% stake in Future Retail."
7 months ago,Future Retail says examining order against Reliance deal,"Future Retail said on Monday it was examining an order by an arbitration panel to put on hold its $3.38 billion asset sale to Reliance Industries, and would take steps in enforcement proceedings to close the deal without delay.  Shares in Future Retail were down 3.2% by 0630 GMT, while Reliance's stock fell 2.4%, weighing on the broader Mumbai market.  Amazon.com Inc received an emergency order from a Singapore arbitration panel to halt the two Indian companies from proceeding with the deal until an arbitration tribunal is formed, a source with direct knowledge of the matter told Reuters."
7 months ago,India's Future Retail says examining order against Reliance deal,"Future Retail said on Monday it was examining an order by an arbitration panel to put on hold its $3.38 billion asset sale to Reliance Industries, and would take steps in enforcement proceedings to close the deal without delay.  Shares in Future Retail were down 3.2% by 0630 GMT, while Reliance's stock fell 2.4%, weighing on the broader Mumbai market.  Amazon.com Inc received an emergency order from a Singapore arbitration panel to halt the two Indian companies from proceeding with the deal until an arbitration tribunal is formed, a source with direct knowledge of the matter told Reuters."
7 months ago,Wall Street banks see rare payday bonanza in India despite pandemic,"Major Wall Street banks in India raked in their second-highest fee income since the global financial crisis in the first nine months of this year, benefitting from a flurry of private-sector deals despite the coronavirus pandemic.  India has seen a number of multi-billion dollar transactions in 2020 from oil-to-telecom conglomerate Reliance Industries' fundraising efforts <RELI.NS> to GlaxoSmithKline's <GSK.L> sale of its stake in Unilever's <ULVR.L> Indian business <HLL.NS>, the country's largest block trade.  It comes as India's economy shrank by nearly a quarter in April-June as the country became one of the worst hit by the coronavirus pandemic."
7 months ago,Reliance says India will fully shift to renewable energy in next few decades,"India will fully move away from fossil fuels to renewable energy in the next few decades, the chairman of Reliance Industries, operator of the world's biggest refining complex, said on Monday.  Reliance, which operates two giant refineries with a combined capacity of 1.4 million barrels per day in western India, aims to become a net zero carbon company by 2035."
8 months ago,Amazon moves against India's Future Group over Reliance deal,"India's Future Retail Ltd <FRTL.NS> shares fell 9% on Thursday after Amazon.com Inc sent a legal notice to Future Group, alleging the retailer's $3.38 billion asset sale to Reliance Industries breached an agreement with the e-commerce giant.  Amazon <AMZN.O>, Reliance <RELI.NS> and Walmart Inc's <WMT.N> Flipkart are in a race to gain market share in India's fast-growing online market for food and groceries, and analysts said Amazon's move was aimed at slowing down the Reliance-Future deal.  Amazon had last year bought a 49% stake in Future Coupons Ltd, which owns a 7.3% stake in Future Retail."
8 months ago,Amazon moves against Future Group over Reliance deal,"India's Future Retail Ltd shares fell 9% on Thursday after Amazon.com Inc sent a legal notice to Future Group, alleging the retailer's $3.38 billion asset sale to Reliance Industries breached an agreement with the e-commerce giant.  Amazon, Reliance and Walmart Inc's Flipkart are in a race to gain market share in India's fast-growing online market for food and groceries, and analysts said Amazon's move was aimed at slowing down the Reliance-Future deal.  Amazon had last year bought a 49% stake in Future Coupons Ltd, which owns a 7.3% stake in Future Retail."
8 months ago,Reliance buys Canadian heavy crude to offset Venezuelan decline: sources,"WINNIPEG, Manitoba/NEW DELHI (Reuters) - Reliance Industries has agreed to purchase 2 million barrels of Canadian heavy crude per month, three industry sources said, as a substitute for dwindling Venezuelan supply.  The deal, large for Canada, shows how global buyers are scrambling for new sources of heavy oil.  Venezuela's production has collapsed over the last several years, and U.S. sanctions have squeezed its ability to sell oil to international buyers, including Reliance."
8 months ago,"Sensex, Nifty close higher as HDFC Bank's gains offset energy, metals losses","Indian shares edged higher on Wednesday as losses in energy and metal stocks were outweighed by gains in HDFC Bank, after a positive commentary on a recovery in retail loans and growth outlook.  The broader NSE Nifty 50 index ended up 0.2% at 11,247.55 and the S&P BSE Sensex climbed 0.3% to 38,067.93.  Shares of HDFC Bank rose as much as 2.3% after the top private lender's managing director Aditya Puri said the bank was ""back to pre-COVID levels."""
8 months ago,"General Atlantic, Silver Lake co-investors buy stakes in Reliance's retail arm","India's Reliance Industries Ltd <RELI.NS> said on Wednesday private equity firm General Atlantic will invest 36.75 billion rupees ($498.31 million) for a 0.84% stake in its retail arm, while Silver Lake co-investors will also buy a stake.  The deals underscore growing investor interest in Reliance Retail, which is led by Asia's richest man Mukesh Ambani.  Reliance is seeking investors for its retail arm after raising more than $20 billion in recent months for its digital unit."
8 months ago,Exclusive: PDVSA's customers schedule last oil cargoes amid U.S.-imposed wind-down - sources,"A handful of long-term customers of Venezuela's PDVSA have begun winding down oil trade with the state-run company by scheduling the last cargoes to depart from the sanctioned country ahead of a U.S. deadline, five sources close to the decisions told Reuters.  The U.S. government has given the firms - which include Spain's Repsol, Italy's Eni, India's Reliance Industries and Thailand's Tipco Asphalt - deadlines ranging between October and November for ending exemptions to the sanctions allowing some companies still to receive Venezuelan oil, the sources said.  With U.S. elections looming in November, the Trump administration is seeking to raise the heat on Venezuelan President Nicolas Maduro, whose 2018 re-election was not recognized by most Western nations."
8 months ago,"Sensex, Nifty slide for fifth session as Airtel, TCS drag","Indian shares fell on Wednesday for a fifth straight session as surging coronavirus cases fuelled investor concerns, with Bharti Airtel driving losses after rival Jio stepped up competition with new postpaid plans, while Tata Consultancy Services slid over 2%.  Shares of telecom operator Bharti Airtel Ltd fell as much as 10% to their lowest since April 3, after rival Jio, the telecom unit of Reliance Industries, rolled out new postpaid plans on Tuesday bundled with video-streaming services.  TCS fell as much as 4.5% after, Shapoorji Pallonji (SP) group, the largest minority shareholder in Tata Group, said on Tuesday it wanted to separate interests from the autos-to-steel conglomerate."
8 months ago,KKR to invest $755 million in retail arm of Reliance,"Private equity firm KKR & Co Inc will invest $755 million in the retail unit of Reliance Industries Ltd, the Indian conglomerate said on Wednesday, bringing the total funding in Reliance Retail to $1.78 billion within a month.  Reliance Industries, controlled by Asia's richest man Mukesh Ambani, is lining up investors in its retail unit after the conglomerate raised just over $20 billion this year from global investors, including Facebook Inc, by selling stakes in its Jio Platforms digital business."
8 months ago,Focus on Amazon's Reliance Offer: Indian Retail Game Levels Up,"Amazon (AMZN) gets an offer to acquire 40% stake in Reliance Retail, which is likely to intensify competition for other overseas players like Walmart, eBay and Facebook."
8 months ago,Reliance approaches digital unit backers to invest in retail arm: sources,"India's Reliance Industries Ltd <RELI.NS> has approached investors in its digital business about potentially buying stakes in its retail arm, two sources with direct knowledge of the matter said on Thursday.  The oil-to-telecoms conglomerate is looking to attract more investors to Reliance Retail as the business expands rapidly online to take on the likes of Walmart Inc's <WMT.N> Flipkart and Amazon.com Inc's <AMZN.O> Indian arm.  Earlier this year, Reliance, controlled by Asia's richest man Mukesh Ambani, sold nearly 33% of its Jio Platforms digital business, netting more than $20 billion from companies including Facebook <FB.O>, Alphabet's <GOOGL.O> Google, KKR & Co <KKR.N> and Silver Lake Partners."
8 months ago,Silver Lake to invest $1 billion in retail arm of India's Reliance,"Reliance Industries Ltd said on Wednesday U.S. private equity firm Silver Lake Partners will invest $1.02 billion in its retail business, helping the Mukesh Ambani-controlled company widen its lead as India's biggest retailer.  The move also sets the stage for a three-way battle between Asia's richest man, Jeff Bezos' Amazon.com Inc and Walmart Inc's Flipkart to rope in the Indian middle class customer, many of whom are newly adopting online purchases of food and groceries due to the COVID-19 pandemic.  In May, Reliance launched online grocery service JioMart."
9 months ago,Silver Lake in talks to take $1 billion stake in Reliance Retail - FT,"The investment, which would value Reliance Retail at about $57 billion, comes as the company is aiming to sell about 10% in new shares, the report added.  Silver Lake declined to comment on the report, while Reliance could not immediately be reached outside of normal business hours.  Reliance, an oil-to-telecoms conglomerate controlled by India's richest man, Mukesh Ambani, is pitching its retail business as a formidable force in the world's second most populous country, expanding rapidly to woo potential investors."
9 months ago,Reliance Future-proofs retail arm as it seeks to woo investors,"Reliance Industries' $3.38 billion deal to acquire Future Group's retail business pitches the conglomerate as an even more formidable force in India, making its retail arm more attractive to the potential investors it seeks to woo.  The oil-to-telecoms group controlled by India's richest man, Mukesh Ambani, announced late on Saturday that it will acquire Future Group's retail and wholesale business as well as its logistics and warehousing operations.  The acquisition of Future Group's 2,000 retail stores and Big Bazaar grocery chain will help Reliance, which sells everything from groceries to electronics through 11,000-plus stores, to broaden its extensive reach across the country."
9 months ago,"Nifty, Sensex end lower after China border tensions; banks weigh","Indian shares closed lower on Monday, snapping a streak of six straight sessions of gains, as a fresh border flare-up between India and China outweighed initial optimism from further opening of the economy.  The NSE Nifty 50 index closed down 2.23% at 11,387.50, while the S&P BSE Sensex ended 2.13% lower at 38,628.29.  India foiled an attempt by Chinese troops to encroach over the countries' disputed and ill-defined border in the western Himalayas, in a fresh flare-up of tensions that have been running high for several months."
9 months ago,Reliance to buy Future Group's retail arm for $3.38 billion,"Mukesh Ambani-led Reliance Industries said on Saturday it has agreed to acquire the retail and wholesale business and the logistics and warehousing business of Future Group in a deal valued at $3.38 billion, including debt.  Like many other store chain owners, Future Group's business has been hit by a slowing economy and the impact of the coronavirus pandemic.  Cash-rich Reliance recently attracted investments worth close to $20 billion from backers including Google and Facebook Inc, while it sets out to make a big foray into India's largely unorganised retail sector."
9 months ago,Future Enterprises to seal Reliance Retail deal on Saturday - ET,"India's Future Enterprises Ltd is all set to finalise the sale of the group's retail business to Mukesh Ambani-led Reliance Industries Ltd's retail arm on Saturday, The Economic Times said.  Citing two sources familiar with the matter, The Economic Times said on Friday that Reliance will take on Future Group's debt and liabilities and pick up a minority stake in its consumer arm.  Owned by India's ""father of modern retailing"", Kishore Biyani, Future Group is home to supermarket chain Big Bazaar, upmarket food stores Foodhall, and bargain clothing chain Brand Factory."
9 months ago,Reliance hires Indian Oil ex-chairman to lead oil-to-chemical business,"India's Reliance Industries Ltd <RELI.NS> has appointed Sanjiv Singh, former chairman of refiner and fuel retailer Indian Oil Corp. <IOC.NS>, as group president and member of its oil-to-chemicals (O2C) business leadership team, according to an internal announcement.  Singh, who retired from IOC on June 30, will lead and drive the group's manufacturing services which are considered the backbone of RIL's oil-to-chemicals business, RIL Executive Director Hital R Meswani said in the announcement."
9 months ago,"Sensex, Nifty settle higher, banks, Reliance support gains","Indian shares closed higher for a third consecutive session on Wednesday, as financial stocks gained and heavyweight Reliance Industries Ltd rose after taking a majority stake in licensed e-pharma portal Netmeds.  The NSE Nifty 50 index closed 0.2% up at 11,408.40, highest since Feb. 27, and the S&P BSE Sensex closed 0.22% up at 38,614.79, highest since March 3.  In Mumbai trading, Reliance Industries Ltd closed up 0.87% and was among the top boosts on both indexes after it bought a majority stake in Netmeds for $83 million."
9 months ago,Reliance buys majority stake in online pharmacy Netmeds for $83 million,"India's Reliance Industries Ltd has bought a majority stake in online pharmacy Netmeds for 6.2 billion rupees ($83 million), facing up to Amazon.com in the competition for the country's fast-expanding online drug market.  The deal will give the oil-to-telecoms conglomerate a 60% stake in Netmeds, which sells both over-the-counter medication and more than 70,000 prescriptions drugs, Reliance said https://www.bseindia.com/xml-data/corpfiling/AttachLive/cd4afca2-0bb5-4744-8ccb-f37a05fa65f2.pdf late on Tuesday.  It also follows Amazon's move last week to start online drug sales in Bengaluru, and comes amid intensifying competition in India's e-commerce sector, which also includes Walmart's Flipkart and a range of smaller players."
9 months ago,"Reliance in talks to buy online furniture retail, milk delivery startups - report","Reliance Industries Ltd is in talks to buy online furniture retailer Urban Ladder and milk delivery firm Milkbasket to strengthen its e-commerce business, the Times of India newspaper reported on Monday.  The oil-to-telecoms conglomerate's talks with Urban Ladder are at an advanced stage, the report said, citing four unnamed sources briefed on the matter.  Representatives at Reliance and Urban Ladder did not immediately respond to requests for comment."
9 months ago,ByteDance in talks with India's Reliance for investment in TikTok  - TechCrunch,"Reliance, ByteDance and TikTok did not immediately respond to Reuters requests for comment.  The Indian government in June banned 59 Chinese apps, including TikTok and WeChat, for threatening its ""sovereignty and integrity"" after border tensions with China."
9 months ago,"Top 14 finance stories of the day, August 11, 2020","Read more Tata Tiago diesel, Zest diesel AMT recalled Tata Motors has issued a recall for select variants of the diesel Tiago and the Zest AMT."
10 months ago,This Amazon Rival Is Scaling Up at an Alarming Pace,"It's been just over seven months since Amazon's (NASDAQ: AMZN) rival in India -- the Reliance Retail-owned JioMart -- started its services in India.  The homegrown online grocery retailer had conducted a pilot run in limited locations in January this year before spreading its network to 200 cities in the country in the space of just four months.  After initial hiccups, JioMart finally seems to be finding its feet in India's e-commerce space."
10 months ago,"Reliance's revenue sinks on oil hit, profit up on BP deal gain","Reliance Industries Ltd's <RELI.NS> June-quarter profit rose as the Indian conglomerate booked a one-time gain from a BP <BP.L> investment, although revenue tumbled as the coronavirus crisis slammed its refining and petrochemicals businesses.  Reliance, led by Asia's richest man Mukesh Ambani, has in recent years built large telecom and retail businesses as it taps into India's consumer boom, but the company's energy units still make up the bulk of its business.  ""The severe demand destruction due to global lockdowns impacted our hydrocarbons business,"" Reliance Chairman Ambani said in a statement on Thursday."
10 months ago,Reliance to pay up to $3.6 billion for Future Group retail business - Mint,"Mukesh Ambani's Reliance Industries Ltd will pay between 240 billion and 270 billion rupees ($3.2-$3.6 billion) to buy the Indian retail chains owned by Future Group, Mint newspaper reported on Tuesday, citing two sources familiar with details of the deal.  Asia's richest man, Ambani has been buoyed by investments close to $20 billion from backers including Google and Facebook in his oil-to-telecoms conglomerate, and is seeking to strengthen his hand in India's huge retail sector.  Owned by India's ""father of modern retailing"", Kishore Biyani, Future Group is home to supermarket chain Big Bazaar, upmarket food stores Foodhall, and bargain clothing chain Brand Factory."
10 months ago,Future Retail up 5% after report says Reliance nears deal with parent,"Shares of India's Future Retail Ltd jumped almost 5% on Monday after a report cited that oil-to-telecoms conglomerate Reliance Industries Ltd, led by Asia's richest man Mukesh Ambani, is close to acquiring Future Group's retail unit.  Reliance and Future Group did not immediately respond to a Reuters request for comment.  Shares of Future Retail rose as much as 5% to 100.20 rupees, hitting a so-called upper circuit, and were trading up 4.6% by 0455 GMT."
10 months ago,"Top 20 finance news of the day, 23 July, 2020","The market cap of Reliance Industries Limited (RIL) on Thursday rose to Rs 13 lakh crore, making it the first Indian company to achieve the feat.  The company has gained a market cap of Rs 2 lakh crore over the last month."
10 months ago,Amazon in Talks to Buy a Nearly 10% Stake in India’s Reliance Retail,Reports of the negotiations have come out on the heels of Walmart's latest move to challenge the e-commerce giant as a supplier of India's small-business market.
10 months ago,Amazon in talks to buy 9.9% stake in Reliance retail arm - ET Now,"Amazon.com Inc is in talks to buy a 9.9% stake in the retail arm of Indian conglomerate Reliance Industries Ltd, ET Now reported on Thursday, citing sources.  Amazon wants a preferred, strategic stake in Reliance Retail for JioMart, according to tweets by the television channel.  JioMart, the e-commerce venture of Reliance's retail arm, was launched in May and poses a formidable challenge to Amazon.com's local unit and Walmart Inc's Flipkart."
10 months ago,Reliance-Google smartphone deal in India threatens Chinese firms,"A $4.5 billion deal under which Alphabet's <GOOGL.O> Google will collaborate with India's Reliance Industries <RELI.NS> on a new smartphone likely heralds a big shake-up for the world's second-largest mobile market, industry executives and analysts say.  Reliance boss Mukesh Ambani, announcing the partnership at his company's annual meeting last week, said Google would build an Android operating system (OS) to power a low-cost ""4G or even 5G"" smartphone that Reliance would design.  The new phone is set to pose a major challenge to Chinese vendors such as Xiaomi <1810.HK> and BBK Electronics, owner of the Realme, Oppo and Vivo brands, which currently dominate a $2 billion market for sub-$100 smartphones in India."
10 months ago,Reliance to shut crude unit for maintenance,"Reliance Industries, operator of the world's biggest refining complex in western Gujarat, will shut one of its crude refining units at its export-focused plant in the fourth week of July for 3-4 weeks of maintenance.  Other Refinery units are expected to operate normally during this period, the company said in a statement.  Reliance has two equal-size crude distillation units at the 704,000 barrel per day (bpd) export-focused refinery."
10 months ago,"Reliance's stake sale talks with Aramco stall over price, sources say","Talks over the sale of a 20% stake in Reliance Industries Ltd's oil-to-chemical business to Saudi Aramco have stalled over price, four sources familiar with the matter said.  With the energy market hit by falling demand for crude due to COVID-19, Aramco wants the Indian conglomerate to review the $15 billion it agreed to sell the stake for last year, the sources told Reuters.  ""Aramco has told Reliance that refining margins are terrible and are expected to remain subdued in Q3 at least, so they can't pay the price they have agreed pre-COVID,"" one of the sources said."
10 months ago,Reliance's $15 billion stake sale deal with Aramco delayed,"Reliance Industries' plans to sell 20% stake in its oil-to-chemical business to Saudi Aramco is delayed, chairman of the Indian conglomerate said on Wednesday.  Reliance, operator of the world's biggest refining complex, last year announced a $15 billion (11.8 billion pounds) deal with the world's top oil exporter Aramco as part of the Indian company's efforts to cut its debts.  ""Due to unforeseen circumstances in the energy market and the Covid-19 situation, the deal (with Saudi Aramco) has not progressed as per the original timeline,"" Mukesh Ambani told shareholders on Wednesday."
10 months ago,Google backs Reliance's Jio Platforms with $4.5 billion India investment,"Alphabet Inc's Google will invest $4.5 billion in Reliance Industries' digital unit, the Indian group said on Wednesday as it laid out an ambitious roadmap for its businesses ranging from entertainment to retail.  Google will get a 7.7% stake in Jio Platforms - the unit which houses Reliance's music, movie apps and telecoms venture - Reliance chairman Mukesh Ambani told the group's annual shareholder meeting, keeping up the tradition of making big announcements at the event.  Reliance, India's most highly-valued company controlled by billionaire Ambani, has now sold nearly 33% of Jio Platforms raising 1.52 trillion rupees ($20.22 billion) since late April with Facebook buying a 9.99% stake for $5.7 billion."
10 months ago,Google in talks to invest $4 billion in Reliance's digital arm: Bloomberg,"Alphabet Inc's Google is in advanced talks to invest $4 billion for a stake in the digital arm of Indian conglomerate Reliance Industries Ltd, Bloomberg reported on Tuesday, citing people familiar with the matter.  Google declined to comment, while Reliance did not immediately respond to a request for comment.  The funding spree, which began late April, and a share sale by Reliance have helped make India's biggest company by market value net-debt free."
10 months ago,"Google in talks to invest $4 billion in Reliance's digital arm, Bloomberg reports","Alphabet Inc's Google is in advanced talks to invest $4 billion for a stake in the digital arm of Indian conglomerate Reliance Industries Ltd, Bloomberg reported on Tuesday, citing people familiar with the matter.  Google declined to comment, while Reliance did not immediately respond to a request for comment.  The funding spree, which began late April, and a share sale by Reliance have helped make India's biggest company by market value net-debt free."
10 months ago,Reliance's digital unit wins Qualcomm backing in boost to 5G plans,"India's Reliance Industries said on Sunday Qualcomm Inc's investment arm will buy a 0.15% stake in its digital unit Jio Platforms for 7.3 billion rupees ($97.1 million).  The partnership will help Jio Platforms, the unit that houses Reliance's telecoms venture Jio Infocomm, to ""roll out advanced 5G infrastructure and services for Indian customers"", Reliance said in a statement.  Qualcomm's move comes at a time India is preparing to auction 5G airwaves to telecoms service providers."
10 months ago,BP pays India's Reliance $1 billion to set up petrol station venture,"BP has paid Reliance Industries $1 billion (792 million pounds) to set up a joint network of thousands of petrol stations across India to tap the country's rapidly growing energy demand.  BP will hold 49% and Reliance the remaining 51% in the new company called Jio-bp, which will expand Reliance's current 1,400 retail sites up to 5,500 over the next five years, the pair said in a statement on Thursday after announcing the venture last August.  The plan comes as billionaire Mukesh Ambani, the owner of Reliance, which operates the world's biggest refining complex in Jamnagar, is currently in talks with oil group Saudi Arabia's Aramco to sell a 20% stake in the oil to chemical conglomerate."
10 months ago,BP pays Reliance $1 billion to set up petrol station venture,"BP <BP.L> has paid Reliance Industries <RELI.NS> $1 billion to set up a joint network of thousands of petrol stations across India to tap the country's rapidly growing energy demand.  BP will hold 49% and Reliance the remaining 51% in the new company called Jio-bp, which will expand Reliance's current 1,400 retail sites up to 5,500 over the next five years, the pair said in a statement on Thursday after announcing the venture last August.  The plan comes as billionaire Mukesh Ambani, the owner of Reliance, which operates the world's biggest refining complex in Jamnagar, is currently in talks with oil group Saudi Arabia's Aramco to sell a 20% stake in the oil to chemical conglomerate."
11 months ago,Intel to invest $255 million in Reliance's digital unit Jio Platforms,"Intel Corp's investment arm will pay some $255 million for a small stake in Reliance Industries Ltd's digital unit Jio Platforms, the latest in a slew of share sales that have helped the Indian conglomerate pay down debt.  Reliance has now sold just over a quarter of Jio Platforms,  the unit that houses its telecoms venture Jio Infocomm and its music and movie apps, raising $15.8 billion from investors including Facebook Inc and KKR & Co.  The deals highlight Jio Platforms' potential to become the dominant player in India's digital economy."
11 months ago,Is Reliance really net debt-free? Maybe not,"RIL hit market capitalization of $150 billion, 60th most valued company in the world."
11 months ago,"Nifty, Sensex snap winning streak on profit-booking in banks","Indian shares snapped four straight sessions of gains on Wednesday, as investors booked profits in banking stocks amid fears of a rise in loan defaults due to the COVID-19 pandemic.  The markets opened higher but reversed their course around midday as the focus turned to record levels of coronavirus infections in several U.S. states, spurring concerns about the pace of a nascent economic recovery.  It has risen 11% so far this month, driven by strong March-quarter earnings and a flood of liquidity from global investors."
11 months ago,"Reliance is 'net-debt free', on road to IPO for digital, retail units","India's Reliance Industries Ltd said on Friday it has become net-debt free after raising 1.69 trillion rupees ($22.2 billion) via stake sales in its digital unit and a share sale over the past two months.  It has since sold 24.7% of Jio Platforms to global investors including General Atlantic, KKR, Saudi sovereign wealth fund and Abu Dhabi state fund, raising a total of $15.22 billion.  Strong investor interest in Reliance's consumer businesses, Jio Platforms and Reliance Retail, will help the two units move toward a public listing in the next five years, company chairman and billionaire tycoon Mukesh Ambani said in a statement."
11 months ago,Reliance says Saudi's PIF to invest $1.49 billion in Jio,"Saudi Arabia's Public Investment Fund (PIF) will buy a 2.32% stake in Reliance Industries' digital unit Jio Platforms for 113.67 billion rupees ($1.49 billion), the Indian conglomerate said on Thursday.  The deal with the Saudi sovereign wealth fund means Reliance has now sold 24.7% of Jio Platforms and raised just over $15 billion from investors including Facebook.  The investment gives Jio Platforms -- which comprises telecoms venture Jio Infocomm and music, movie apps -- an enterprise value of 5.16 trillion rupees, Reliance said in a statement."
11 months ago,Exclusive: Netflix in talks to source Indian content from Reliance affiliate Viacom18 - sources,"U.S. video streaming company Netflix <NFLX.O> is in talks with Viacom18, part of the Indian conglomerate Reliance Industries' media unit Network18, about a multi-year partnership to source content, three sources told Reuters, in a move that would expand a relationship between the two sides.  Under the partnership, Network18 affiliates - which include  its joint venture with ViacomCBS <VIACA.O>, Viacom18 - would  create shows for Netflix to help the U.S. firm expand offerings in India, where it competes against the video streaming services of Amazon.com Inc <AMZN.O> and Walt Disney Co <DIS.N>.  A Netflix spokesman in India denied the company was in talks with Network18 or Viacom18, but did not elaborate."
11 months ago,"Indian stocks fall 1% as banks, Reliance drag","Indian shares closed lower on Tuesday, ending a 13% surge over the last nine sessions, as banks and heavyweight Reliance Industries weighed, with a broader rally on hopes of a quicker global economic recovery coming to a halt.  The Nifty Pharma Index was the best performer for the day, closing 1.8% higher."
11 months ago,"Sensex, Nifty end higher on technology gains","Since May 25, the NSE Nifty 50 index and S&P BSE Sensex have surged more than 11% each on hopes of Asia's third largest economy relaxing its months-long lockdown.  Gains in technology shares helped the Nifty end 0.25% higher at 10,167.45, while the Sensex gained 0.24% at 34,370.58."
last year,Reliance says Abu Dhabi Investment Authority invests $752 million in digital unit,"Indian oil-to-telecoms conglomerate Reliance Industries said on Sunday that the Abu Dhabi Investment Authority (ADIA) will buy 1.16% of its digital unit Jio Platforms for 56.83 billion rupees ($752 million).  ADIA's investment in Jio Platforms, which comprises Reliance's telecoms arm Jio Infocomm and its music and video streaming apps, gives the unit an enterprise value of 5.16 trillion rupees, Reliance said in a regulatory filing.  Reliance, controlled by India's richest man Mukesh Ambani, has now sold just over 21% of Jio Platforms to investors including Facebook Inc, securing nearly $13 billion in less than seven weeks."
last year,Don't miss the top 12 finance stories of the day,"India's forex reserves surge to all-time high of $ 493.48 billion, says RBI."
last year,"Sensex, Nifty end higher as financials gain; SBI surges 8%","Indian shares closed higher on Friday, led by gains in financials, with the State Bank of India surging 8% after reporting a more than four-fold jump in its profit for the March quarter.  The Nifty ended 1.13% higher at 10,142.15, while the Sensex closed at 34,287.24, a gain of 0.90%.  For the week, the Nifty 50 rose 5.9% and the BSE Sensex 5.75%, with both the indexes recording their second straight weekly gain."
last year,"Reliance Industries closes $7 billion rights issue, India's largest ever","India's oil-to-telecoms giant Reliance Industries on Wednesday closed a $7 billion rights issue, India's largest ever, luring buyers in with a rare deferred payment offer.  Proceeds from the issue, also ranked as one of the world's biggest by a non-financial company based on Dealogic data, will aid Reliance's plan to slash net debt to zero this year.  The issue was subscribed about 1.6 times, in ""a vote of confidence, by both domestic investors, foreign investors and small retail shareholders, in the intrinsic strength of the Indian economy"", billionaire owner Mukesh Ambani said a statement late on Wednesday."
last year,"Amid pandemic, investors bet on India's Jio and its giant-killer playbook","From its Silicon Valley-like campus near Mumbai, Indian billionaire Mukesh Ambani's Jio telecom carrier is emerging as a winner from changes in the way Indian consumers plug into a digital economy made more urgent by the coronavirus pandemic.  For Indian shoppers who prefer to order online, it is launching a grocery ordering service with Facebook Inc's <FB.O> popular WhatsApp messaging.  India's 10-week lockdown has also led to a surge in demand for data, boosting Jio's phone and broadband offerings."
last year,Abu Dhabi's Mubadala in talks on $1 billion stake in Reliance's Jio Platforms - sources,"Abu Dhabi state fund Mubadala is in talks with Reliance Industries about investing around $1 in the Indian conglomerate's Jio platforms, three sources told Reuters.  Twitter is separately also in talks with Mumbai-based Reliance to invest more than $1 billion in the digital start-up, which houses music and movie apps as well its telecoms venture Jio Infocomm, another source added on Thursday.  ""Clearly Jio's platform is attracting a wide range of world-class investors, given its enormous potential to serve one of the world's largest marketplaces,"" Mubadala said in an email, without confirming whether or not talks were taking place."
last year,"India's Reliance launches JioMart online grocery service, challenging Amazon, Flipkart","Reliance Industries Ltd <RELI.NS> has launched an online grocery service, JioMart, the head of its grocery retail business said, in a move aimed at rivalling Amazon.com's <AMZN.O> local unit and Walmart Inc's <WMT.N> Flipkart in the huge Indian market.  JioMart will deliver groceries in more than 200 towns across the country, Damodar Mall, chief executive of grocery retail at the Indian conglomerate, said on Twitter late on Saturday.  Mumbai-headquartered Reliance has not announced JioMart's launch at a time it is selling $7 billion (5.75 billion pounds) in new shares."
last year,"Reliance launches JioMart online grocery service, challenging Amazon, Flipkart","Reliance Industries Ltd has launched an online grocery service, JioMart, the head of its grocery retail business said, in a move aimed at rivalling Amazon.com's local unit and Walmart Inc's Flipkart in the huge Indian market.  JioMart will deliver groceries in more than 200 towns across the country, Damodar Mall, chief executive of grocery retail at the Indian conglomerate, said on Twitter late on Saturday.  Mumbai-headquartered Reliance has not announced JioMart's launch at a time it is selling $7 billion in new shares."
